id,sku,name,short_description,price,list_price,discount,discount_rate,review_count,inventory_status,stock_item_qty,stock_item_max_sale_qty
204083235,8825285835826,Trong Cái Không Có Gì Không?,"Trong Cái Không Có Gì Không?Thiền sư Thích Nhất Hạnh đã giải đáp được những câu hỏi khó, ngộ nghĩnh và chân thành của các em nhỏ trong mọi lứa tuổi.Vui tươi mà sâu sắc, “Trong cái KHÔng có cái gì kh...",153350,153350,0,0,1,available,1000,1000
188189658,9803739893402,Nikola Tesla tự truyện,"Nikola Tesla (1856 - 1943) là nhà phát minh tiên phong, nhà vật lý, kỹ sư điện người Mỹ gốc Serbia. Ông được mệnh danh là “phù thủy ngành điện”. Và quả không ngoa khi nói rằng ông chính là một trong n...",114750,135000,20250,15,46,available,1000,1000
271379451,8865080400814,Lý Thuyết Trò Chơi,"LÝ THUYẾT TRÒ CHƠIĐời người giống như trò chơi, mỗi bước đều phải cân nhắc xem đi như thế nào, đi về đâu, phải kết hợp nhiều yếu tố lại chúng ta mới có thể đưa ra được lựa chọn. Mà trong quá trình ch...",116000,179000,63000,35,303,available,1000,1000
193659018,7008927013693,Combo 2 Cuốn: Dinh Dưỡng Học Bị Thất Truyền + Chế Độ Ăn Trường Thọ,"1. Dinh Dưỡng Học Bị Thất Truyền - Dinh Dưỡng Đẩy Lùi Bệnh TậtĐông y nói “thực dược đồng nguyên” - thức ăn và thuốc cùng chung nguồn gốc, hay thức ăn chính là thuốc; thế nên việc ăn uống của chúng ta...",269450,317000,47550,15,1,available,1000,1000
174301838,5623982635450,BỘ BOOKMARK 1% TINH HOA,"Động lực sẽ được nhân đôi khi đồng hành cùng bạn là những vật dụng đầy cảm hứng.“Happy Live” không chỉ là một cái tên, nó còn là thông điệp mà chúng tôi gửi gắm đến khách hàng của mình, rằng bạn xứng...",49000,49000,0,0,18,available,1000,1000
52789367,5279951395588,Nhà Giả Kim (Tái Bản 2020),"Sơ lược về tác phẩmTất cả những trải nghiệm trong chuyến phiêu du theo đuổi vận mệnh của mình đã giúp Santiago thấu hiểu được ý nghĩa sâu xa nhất của hạnh phúc, hòa hợp với vũ trụ và con người.Tiểu ...",55200,79000,23800,30,5877,available,1000,1000
69764541,9554778221279,Tâm Lý Học Hành Vi (Tặng Kèm 1 Bookmark ),Tâm Lý Học Hành ViCuốn sách giúp bạn thấu hiểu bản thân mình và tâm lý những người xung quanh!Được chấp bút bởi bậc thầy tâm lý hàng đầu Trung Quốc Khương Nguy.Tâm lý học theo chủ nghĩa hành vi phát...,70500,98000,27500,28,2781,available,1000,1000
174444163,8940996830246,"Dear, Darling","“Dear, darlingNếu tình yêu có hạn sử dụng,Em mong là dùng được trăm năm.”Quay trở lại sau 2 năm vắng bóng, “Dear darling” của Hiên gửi tặng bạn những lời thủ thỉ rất đỗi dịu dàng, rất đỗi ngọt ngào...",76560,88000,11440,13,13,available,1000,1000
73207240,8787420605399,Xa Ngoài Kia Nơi Loài Tôm Hát - Where The Crawdads Sing,Xa Ngoài Kia Nơi Loài Tôm Hát   Sáu triệu bản bán ra trên toàn thế giới58 tuần trong danh sách bán chạy của New York TimesDẫn đầu mục tiểu thuyết bán chạy của Amazon trong năm 2019   Trong nhiều năm...,104000,165000,61000,37,646,available,1000,1000
271442564,2580174893192,"Sổ planner 52 tuần 2024 SDstationery “Treasure the Journey” gáy lò xo, họa tiết màu pastel trang nhã 14x20.3cm","Sổ planner 52 tuần 2024 SDstationery TREASURE THE JOURNEY được thiết kế tối ưu cho việc lập kế hoạch và quản lý công việc của bạn.Bố cục gồm lịch tuần, lịch tháng với ô lịch rộng thoáng, dễ nhìn; tra...",75600,132000,56400,43,6,available,1000,1000
249009518,3330357542218,"Sổ kế hoạch planner 18 tháng 2023-2024 SDstationery DREAM CRAFTER 48 trang 16,5x20,5cm","Sổ planner 18 tháng của SDstationery DREAM PLANNER được thiết kế tối ưu cho việc quản lý kế hoạch của bạn:- Ô lịch rộng, nhiều không gian để ghi chú.- Bố cục thoáng, không rối mắt giúp bạn tiện theo...",19500,39000,19500,50,6,available,1000,1000
147920903,1967959392540,Một Thoáng Ta Rực Rỡ Ở Nhân Gian,"“Vuong thực sự có thiên tài quan sát.” The New York Times“Với một xuất thân bên rìa hết sức xa lạ, Vuong đã viết nên một tác phẩm trữ tình về quá trình tự khám phá chính mình, vừa thành thật đến choá...",94400,135000,40600,30,1992,available,1000,1000
273046888,4264144877182,Lãnh đạo là ngôn ngữ - Leadership is language,Rất ít người trong chúng ta nhận ra rằng ngôn ngữ (phong cách giao tiếp) của mình ở nơi làm việc cản trở khả năng giải quyết vấn đề một cách sáng tạo và đôi khi làm gia tăng sự bất ổn và căng thẳng gi...,349000,349000,0,0,6,available,1000,1000
23416722,6101272032509,How The Body Works - Hiểu Hết Về Cơ Thể,"Truyền thông ngập tràn những khám phá và những lời khuyên mới mẻ về những thứ chúng ta nạp vào cơ thể nhưng có cơ sở khoa học nào cho bất kỳ tuyên bố đó không?Với những hình minh họa rõ ràng, dễ hiểu...",210000,300000,90000,30,1011,available,1000,1000
121635154,7794004489041,Điều Đẹp Nhất Có Khi Là Buông Tay (Tặng Kèm Bookmark),"“Những điều được định sẵn là dành cho bạn sẽ đến với bạn, ngay cả khi nó bị chôn vùi dưới hai ngọn núi. Những điều không được định sẵn là dành cho bạn sẽ không đến với bạn, ...",48900,72000,23100,32,623,available,1000,1000
147920903,1967959392540,Một Thoáng Ta Rực Rỡ Ở Nhân Gian,"“Vuong thực sự có thiên tài quan sát.” The New York Times“Với một xuất thân bên rìa hết sức xa lạ, Vuong đã viết nên một tác phẩm trữ tình về quá trình tự khám phá chính mình, vừa thành thật đến choá...",94400,135000,40600,30,1992,available,1000,1000
3954355,3044489264000,Yêu Những Điều Không Hoàn Hảo,"Yêu Những Điều Không Hoàn HảoĐại đức Hae Min sinh ra và lớn lên tại Hàn Quốc. Sau khi hoàn thành bằng Thạc sĩ Tôn giáo học đối chiếu ở Đại học Havard và Tiến sĩ Tôn giáo học ở Đại học Princeton, ông ...",97200,139000,41800,30,3927,available,1000,1000
73787185,6372567555779,Những Tù Nhân Của Địa Lý,"“Khi chúng ta đang vươn tới những vì sao, chính bởi những thách thức đặt ra phía trước mà chúng ta có lẽ sẽ phải chung tay để ứng phó: du hành vào vũ trụ không phải với tư cách người Nga, người Trung ...",147000,210000,63000,30,4079,available,1000,1000
117254517,7127356302308,Đại Dương Đen - Những Câu Chuyện Từ Thế Giới Của Trầm Cảm,"“Tôi sợ những cơn của mình, chúng xâm chiếm não bộ tôi, nhấn chìm lý trí của tôi, chúng phơi bày sự đau đớn, cô đơn, nỗi sầu thảm suốt những năm tháng niên thiếu của tôi, sự ám ảnh của bạo lực, của lẻ...",168000,240000,72000,30,2366,available,1000,1000
601472,3101148766173,Cổ Tích Việt Nam Bằng Thơ (Ấn Bản Kỉ Niệm 60 Năm NXB Kim Đồng),Cổ Tích Việt Nam Bằng Thơ (Ấn Bản Kỉ Niệm 60 Năm NXB Kim Đồng)   Cùng ngược dòng thời gian để tìm về kí ức tuổi thơ trong trẻo trong thế giới của những câu chuyện cổ tích thần tiên! Nối tiếp thành c...,118350,118350,0,0,4,available,1000,1000
50215817,8589698344136,Combo Cẩm Nang Bé Gái Tuổi Dậy Thì - Quyển 1 Và 2 (Tái Bản 2019) (Bộ 2 Quyển),Combo Cẩm Nang Bé Gái Tuổi Dậy Thì - Quyển 1 Và 2 (Tái Bản 2019) (Bộ 2 Quyển)   Tất tần tật những thắc mắc về tâm sinh lí các bé gái tuổi dậy thì (9-18 tuổi) đều được giải đáp trong 2 cuốn sách này. ...,260500,260500,0,0,27,available,1000,1000
204083235,8825285835826,Trong Cái Không Có Gì Không?,"Trong Cái Không Có Gì Không?Thiền sư Thích Nhất Hạnh đã giải đáp được những câu hỏi khó, ngộ nghĩnh và chân thành của các em nhỏ trong mọi lứa tuổi.Vui tươi mà sâu sắc, “Trong cái KHÔng có cái gì kh...",153350,153350,0,0,1,available,1000,1000
188189658,9803739893402,Nikola Tesla tự truyện,"Nikola Tesla (1856 - 1943) là nhà phát minh tiên phong, nhà vật lý, kỹ sư điện người Mỹ gốc Serbia. Ông được mệnh danh là “phù thủy ngành điện”. Và quả không ngoa khi nói rằng ông chính là một trong n...",114750,135000,20250,15,46,available,1000,1000
271379451,8865080400814,Lý Thuyết Trò Chơi,"LÝ THUYẾT TRÒ CHƠIĐời người giống như trò chơi, mỗi bước đều phải cân nhắc xem đi như thế nào, đi về đâu, phải kết hợp nhiều yếu tố lại chúng ta mới có thể đưa ra được lựa chọn. Mà trong quá trình ch...",116000,179000,63000,35,303,available,1000,1000
42230121,3098193178849,Sách Hiểu Về Trái Tim (Tái Bản 2019) - Minh Niệm,"Hiểu Về Trái Tim – Cuốn Sách Mở Cửa Thề Giới Cảm Xúc Của Mỗi NgườiXuất bản lần đầu tiên vào năm 2011, Hiểu Về Trái Tim trình làng cũng lúc với kỷ lục: cuốn sách có số lượng in lần đầu lớn nhất: 100....",129000,158000,29000,18,3656,available,1000,1000
46240929,8755420465428,Rèn Luyện Tư Duy Phản Biện,"Như bạn có thể thấy, chìa khóa để trở thành một người có tư duy phản biện tốt chính là sự tự nhận thức. Bạn cần phải đánh giá trung thực những điều trước đây bạn nghĩ là đúng, cũng như quá trình suy n...",64300,99000,34700,35,4778,available,1000,1000
117238177,5673157495853,Thư Viện Nửa Đêm,"Thắng hạng mục sách hư cấu của Goodreads.Được đưa vào danh sách tổng kết sách hay nhất năm của The Washington Post, Christian Science Monitor, New York Public Library, Boston Globe, Amazon, PureWow, ...",130500,150000,19500,13,12,available,1000,1000
143217512,4078428870578,Điềm Tĩnh Và Nóng Giận,"Trong cuộc sống thường ngày, chúng ta thường nổi giận vì nhiều nguyên do: công việc không suôn sẻ, chúng ta tức giận; bị người khác hiểu nhầm, chúng ta tức giận; thấy việc chướng tai gai mắt, chúng ta...",62300,96000,33700,35,1125,available,1000,1000
72882553,5206085393869,Kỷ Luật Tự Giác (Tặng Kèm Bookmark ),"TỰ GIÁC BAO NHIÊU, TỰ DO BẤY NHIÊUTheo bạn thì, thế nào là tự do?Là có thể nằm ườn trên ghế sô pha xem phim, ôm điện thoại lướt mạng cả ngày?Hay là được ăn thoải mái các thể loại đồ ăn nhanh, trà sữ...",57000,84000,27000,32,2103,available,1000,1000
195801653,8450740041724,Chú Thuật Hồi Chiến - Tập 6,"Phía Kyoto lợi dụng cơ hội giao lưu để trừ khử Itadori. Trong lúc đó, chú nguyền sư và chú linh do Mahito cầm đầu đã đột nhập vào khu vực diễn ra buổi giao lưu. Nhóm giáo viên định tới ứng cứu học sin...",26900,30000,3100,10,794,available,1000,1000
157432544,8467218185680,Giải Thích Ngữ Pháp Tiếng Anh (Với Bài Tập Và Đáp Án) (Tái Bản),"Ngữ pháp Tiếng Anh tổng hợp các chủ điểm ngữ pháp trọng yếu mà học sinh cần nắm vững. Các chủ điểm ngữ pháp được trình bày rõ ràng, chi tiết. Sau mỗi chủ điểm ngữ pháp là phần bài tập & đáp án nhằ...",143000,220000,77000,35,1460,available,1000,1000
197719874,5992701291366,Suy Nghĩ Thống Kê Trong Đời Thường,"Chúng ta đang sống trong một xã hội hiện đại, một xã hội mà nhu cầu về hiểu biết con số trở nên rất quan trọng. Hầu như mỗi ngày chúng ta đều được “dội bom” bằng những con số thống kê về tình hình kin...",104000,160000,56000,35,169,available,1000,1000
121635152,4626380643723,Không Ai Có Thể Làm Bạn Tổn Thương Trừ Khi Bạn Cho Phép (Tặng Kèm 1 Bộ Bookmark Gồm 4 Cái),"KHÔNG AI CÓ THỂ LÀM BẠN TỔN THƯƠNG TRỪ KHI BẠN CHO PHÉP – YOO EUN JUNGChúng ta vẫn thường nghĩ mình sẽ chỉ hạnh phúc khi ở bên cạnh ai đó và nhận được yêu thương từ họ. Nhưng thực chất, hạnh phúc đơn...",77400,119000,41600,35,1752,available,1000,1000
190861557,5337995399326,Yêu Những Ngày Nắng Chẳng Ghét Những Ngày Mưa,"Sau thành công của “Tô bình yên vẽ hạnh phúc” và “Mình chỉ là người bình thường”, chàng họa sĩ nổi tiếng đa tài Kulzsc đã quay trở lại với “Yêu những ngày nắng Chẳng ghét những ngày mưa”. Cuốn sách là...",89700,132000,42300,32,894,available,1000,1000
196515658,3091437735835,Blue Period - Tập 04,"Yataro Yaguchi là một học sinh xuất sắc nhưng có lối sống buông thả, không mục đích. Một ngày nọ, tận mắt chiêm ngưỡng bức tranh của một chị lớp trên ở CLB Mỹ thuật, Yataro hoàn toàn bị hút hồn và lần...",43100,48000,4900,10,167,available,1000,1000
193151000,9182314062218,"Trend Following – Cách thức để kiếm được VẬN MAY LỚN và GIÀU CÓ trong các thị trường BÒ, GẤU và các sự kiện THIÊN NGA ĐEN","Thị trường chứng khoán qua bao thăng trầm vẫn thủy chung với bản tính bất định khó trị, đã khiến cho không biết bao nhiêu nhà đầu tư lao đao và chìm sâu thua lỗ. Chúng ta bắt buộc phải nhìn nhận rằng:...",599000,599000,0,0,129,available,1000,1000
194959173,7372241689726,Semantic Error – Lỗi Logic (Tập 2),"Semantic Error – Lỗi Logic (Tập 2)“Hai chúng ta rất khác nhau nên vốn dĩ em cũng chẳng yêu thích điều gì ở anh. Nhưng khi đã thích một lần rồi, sau này sẽ không còn ghét được nữa. Từ trước đến giờ em...",155000,259000,104000,40,644,available,1000,1000
72459686,4125558840055,How Psychology Works - Hiểu Hết Về Tâm Lý Học,"MỘT TRONG NHỮNG CUỐN SÁCH MỞ KHÓA HỮU ÍCH NHẤT VỀ TƯ DUY, KÝ ỨC VÀ CẢM XÚC CỦA CON NGƯỜI!Ám sợ là gì, ám sợ có thực sự đáng sợ không? Rối loạn tâm lý là gì, làm thế nào để thoát khỏi tình trạng suy n...",210000,300000,90000,30,3390,available,1000,1000
195969664,3638425539980,Tokyo Revengers - Tập 4,"Quà: Set 3 PVC Character cards (số lượng có hạn) Nội dung: Mời các bạn thưởng thức Tokyo 卍 Revengers tập 4, phiên bản 2 trong 1 của Việt Nam (tương đương tập 7 và 8 bản Nhật), in trên giấy Bãi Bằng ...",74750,115000,40250,35,202,available,1000,1000
8885999,6176117561223,Totto - Chan Bên Cửa Sổ (Tái Bản),"Không còn cách nào khác, mẹ đành đưa Totto-chan đến một ngôi trường mới, trường Tomoe. Đấy là một ngôi trường kỳ lạ, lớp học thì ở trong toa xe điện cũ, học sinh thì được thoả thích thay đổi chỗ ngồi ...",68500,98000,29500,30,2079,available,1000,1000
68585576,9986522202973,"Càng Kỷ Luật, Càng Tự Do","KỶ LUẬT vốn là ván cờ bạn phải tự đấu với chính mình. Thắng - bạn sẽ có được “bản năng của người mạnh mẽ nhất”, đó là sự tự kiểm soát bản thân. Thua - bạn mãi sống trong cảm giác tạm bợ, nuối tiếc. Cà...",76200,109000,32800,30,3556,available,1000,1000
106863963,7417324116157,Tâm Lý Học - Phác Họa Chân Dung Kẻ Phạm Tội,"TÂM LÝ HỌC TỘI PHẠM - PHÁC HỌA CHÂN DUNG KẺ PHẠM TỘITội phạm, nhất là những vụ án mạng, luôn là một chủ đề thu hút sự quan tâm của công chúng, khơi gợi sự hiếu kỳ của bất cứ ai. Một khi đã bắt đầu th...",94200,145000,50800,35,6125,available,1000,1000
145288029,5282892978499,Xứ Cát,"Sơ lược về tác phẩm Một thời điểm rất xa trong tương lai…Từ đời này sang đời khác, người Fremen trên hành tinh sa mạc lưu truyền lời tiên tri về một đấng cứu tinh sẽ dẫn dắt họ giành lấy tự do đích t...",174000,249000,75000,30,1284,available,1000,1000
111285062,4190221467193,Đắc Nhân Tâm (Bìa Mềm)(Tái Bản),"Đắc nhân tâm của Dale Carnegie là quyển sách nổi tiếng nhất, bán chạy nhất và có tầm ảnh hưởng nhất của mọi thời đại. Tác phẩm đã được chuyển ngữ sang hầu hết các thứ tiếng trên thế giới và có mặt ở h...",53200,86000,32800,38,1063,available,1000,1000
85763211,2349035412093,Hãy Khiến Tương Lai Biết Ơn Vì Hiện Tại Bạn Đã Cố Gắng Hết Mình (Tặng Kèm: 01 Bookmark),"Cuốn sách dành cho những bạn trẻ chênh vênh và đầy hoang mang nhưng không ngừng theo đuổi sự nỗ lựcTừng được đón đọc bởi 1 triệu độc giả khắp Trung Quốc, 4 chương sách tổng hợp 50 lời khuyên chất lượ...",64400,99000,34600,35,2477,available,1000,1000
194960721,5669654562758,Blue Period - Tập 03,"Blue Period - Tập 03Yataro Yaguchi là một học sinh xuất sắc nhưng có lối sống buông thả, không mục đích. Một ngày nọ, tận mắt chiêm ngưỡng bức tranh của một chị lớp trên ở CLB Mỹ thuật, Yataro hoàn t...",45000,48000,3000,6,256,available,1000,1000
3304875,2929303348245,Điều Kỳ Diệu Của Tiệm Tạp Hóa NAMIYA (Tái Bản),"Điều Kỳ Diệu Của Tiệm Tạp HóaMột đêm vội vã lẩn trốn sau phi vụ khoắng đồ nhà người, Atsuya, Shota và Kouhei đã rẽ vào lánh tạm trong một căn nhà hoang bên con dốc vắng người qua lại. Căn nhà có vẻ k...",73600,105000,31400,30,4665,available,1000,1000
10095276,3520360597301,Ikigai - Bí Mật Sống Trường Thọ Và Hạnh Phúc Của Người Nhật,"IKIGAI là tập hợp nhiều câu chuyện đời, chuyện nghề giản dị, lý giải tường minh năm điều cốt lõi của ikigai –triết lý sống mang lại hạnh phúc và trường thọ của người Nhật:Bắt đầu từ những việc nhỏ nh...",69300,90000,20700,23,706,available,1000,1000
113530805,2220872143049,Tuổi Trẻ Đáng Giá Bao Nhiêu (Tái Bản),"“Bạn hối tiếc vì không nắm bắt lấy một cơ hội nào đó, chẳng có ai phải mất ngủ.Bạn trải qua những ngày tháng nhạt nhẽo với công việc bạn căm ghét, người ta chẳng hề bận lòng.Bạn có chết mòn nơi xó t...",67400,90000,22600,25,1489,available,1000,1000
168283405,6893421095594,Chiến Tranh Tiền Tệ - Phần 1 - Ai Thực Sự Là Người Giàu Nhất Thế Giới ( Tái Bản 2022),"Thông tin tác giả:Song Hong Binh (Tống Hồng Binh) sinh năm 1968 tại Tứ Xuyên, Trung Quốc. Ông là tác giả của rất nhiều cuốn sách bán chạy, là học giả nghiên cứu tài chính thế giới và cũng là Viện trư...",103000,165000,62000,38,752,available,1000,1000
161008715,9112392882091,Power Vs Force - Trường Năng Lượng Và Những Nhân Tố Quyết Định Hành Vi Của Con Người (Tái Bản),"Tiến sĩ, bác sĩ tâm thần, nhà nghiên cứu nhận thức và giảng viên tâm linh nổi tiếng người Mỹ, ông David R.Hawkins (1927–2012), đã chứng minh được mối liên hệ mật thiết giữa bệnh tật của con người và n...",122000,179000,57000,32,537,available,1000,1000
54614797,8002146664322,"Có Một Ngày, Bố Mẹ Sẽ Già Đi","RỒI MỘT NGÀY, BỐ MẸ SẼ GIÀ ĐICàng lớn lên, những quyến luyến của chúng ta đối với bố mẹ càng ít. Khi đại bàng non có thể giương cánh, nó luôn hướng tới không trung, chứ không phải rúc vào đôi cánh bố...",62300,96000,33700,35,2412,available,1000,1000
3639597,8788183623224,Bước Chậm Lại Giữa Thế Gian Vội Vã (Tái Bản),"Bước Chậm Lại Giữa Thế Gian Vội Vã (Tái Bản)Chen vai thích cánh để có một chỗ bám trên xe buýt giờ đi làm, nhích từng xentimét bánh xe trên đường lúc tan sở, quay cuồng với thi cử và tiến độ công việ...",59400,85000,25600,30,3965,available,1000,1000
4780917,3342656016576,Người Đua Diều (Tái Bản 2018),"Người Đua Diều (Tái Bản 2018)Câu chuyện là lời tự thuật của nhà văn người Mỹ gốc Afghanistan Amir về những năm tháng tuổi thơ đầy niềm vui cũng như lỗi lầm, về những ngày trôi dạt trên đất khách rồi ...",90200,129000,38800,30,2589,available,1000,1000
17336364,2144215258059,Phía Sau Nghi Can X (Tái Bản 2019),"“Việc nghĩ ra một bài toán vô cùng khó và việc giải bài toán đó, việc nào khó hơn?”Khi nhấn chuông cửa nhà nghi can chính của một vụ án mới, điều tra viên Kusanagi không biết rằng anh sắp phải đương ...",81700,129000,47300,37,3489,available,1000,1000
71345381,2019473448712,Sách Thay Đổi Cuộc Sống Với Nhân Số Học - Lê Đỗ Quỳnh Hương,Thay Đổi Cuộc Sống Với Nhân Số HọcCuốn sách Thay đổi cuộc sống với Nhân số học là tác phẩm được chị Lê Đỗ Quỳnh Hương phát triển từ tác phẩm gốc “The Complete Book of Numerology” của tiến sỹ David A....,177000,248000,71000,29,5249,available,1000,1000
197344455,5845381372171,Ikigami - The Ultimate Limit - Tuyển Tập Những Câu Chuyện Lay Động Lòng Người - Tập 9,"IKIGAMI là những câu chuyện lay động lòng người.Để người dân thẩu hiểu giá trị sinh mệnh, một đạo luật mang lên “Luật duy trì phồn thịnh quốc gia” đã được ban hành.Luật quy định, khi người dân vào t...",31600,45000,13400,30,84,available,1000,1000
92859698,5771808524305,Tâm Lý Học Biểu Cảm,"TÂM LÝ HỌC BIỂU CẢMCuốn sách dạy bạn cách nhìn thấu người khác một cách rõ ràng nhất và chân thực nhấtTừ gương mặt đến bước chân, từ ngôn ngữ đến cơ thể, từ biểu cảm bên ngoài đến nội tâm bên trong....",70500,98000,27500,28,1491,available,1000,1000
10005245,2496196333059,Đàn Ông Sao Hỏa Đàn Bà Sao Kim,"Ngày xửa ngày xưa, những người sao Hỏa và sao Kim đã gặp gỡ, yêu nhau và sống hạnh phúc bởi họ tôn trọng và chấp nhận mọi điều khác biệt. Rồi họ đến Trái Đất và chứng lãng quên đã xảy ra: Họ quên rằn...",135260,188000,52740,28,50,available,1000,1000
8885995,8671611615413,Sự Im Lặng Của Bầy Cừu (Tái Bản),"Những cuộc phỏng vấn ở xà lim với kẻ ăn thịt người ham thích trò đùa trí tuệ, những tiết lộ nửa chừng hắn chỉ dành cho kẻ nào thông minh, những cái nhìn xuyên thấu thân phận và suy tư của cô mà đôi kh...",80400,115000,34600,30,2702,available,1000,1000
184466860,6027901073690,Hành Tinh Của Một Kẻ Nghĩ Nhiều,"“Đó là mùa hè năm 2020, mùa hè của COVID-19 và một ngàn vạn khủng hoảng tuổi đôi mươi. Đó là mùa hè mình bắt chuyến bay sớm nhất có thể vào ngày 20 tháng 3 để chạy khỏi nước Anh đang bùng dịch, bị kẹt...",56000,86000,30000,35,1752,available,1000,1000
52788072,9010512370783,Chiến Binh Cầu Vồng (Tái Bản 2020),"Chiến Binh Cầu Vồng (Tái Bản 2020)Một tác phẩm có tầm ảnh hưởng sâu rộng nhất Indonesia“Thầy Harfan và cô Mus nghèo khổ đã mang đến cho tôi tuổi thơ đẹp nhất, tình bạn đẹp nhất, và tâm hồn phong phú,...",76300,109000,32700,30,3379,available,1000,1000
161008717,4714316064911,Kiếp Nào Ta Cũng Tìm Thấy Nhau: Câu Chuyện Về Những Linh Hồn Tri Kỷ Vĩnh Viễn Không Chia Lìa (Tái Bản),"Kiếp nào ta cũng tìm thấy nhau là cuốn sách thứ ba của Brain L. Weiss – một nhà tâm thần học có tiếng. Trước đó ông đã viết hai cuốn sách: cuốn đầu tiên là Ám ảnh từ kiếp trước, cuốn sách mô tả câu ch...",67200,99000,31800,32,718,available,1000,1000
114937969,4063406517816,Rừng Nauy (Tái Bản),"Câu chuyện bắt đầu từ một chuyến bay trong ngày mưa ảm đạm, một người đàn ông 37 tuổi chợt nghe thấy bài hát gắn liền với hình ảnh người yêu cũ, thế là quá khứ ùa về xâm chiếm thực tại. Mười tám năm t...",105000,150000,45000,30,1075,available,1000,1000
